,task_id,source,ClaimantType
458,16f4a025-ecf7-4de7-89ab-cf66194978c3,the World Health Organization,"        6. inanimate and generic objects (e.g., ""a study"")"
459,1ac59bf2-a453-463d-ba73-156b456cf13a,CNN,"        6. inanimate and generic objects (e.g., ""a study"")"
460,02ece726-5efd-4faa-82a5-f3f15a67772e,This case report,"        6. inanimate and generic objects (e.g., ""a study"")"
461,186e07c3-13ac-40c4-b45c-467d8aad256c,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
462,15028be6-63ad-4b45-ab83-f8e761ab24e9,The MMWR report,"        6. inanimate and generic objects (e.g., ""a study"")"
463,1a4740ea-e412-478d-87b5-c651aaf6e690,Most doctors I spoke to at the time,"        5. collective roles (e..g., ""doctors"")"
464,13e9b21f-0e4b-44e8-992d-03381d11733b,Kelly Jo,"        1. named individuals (e.g., ""Donald Trump"")"
465,1233f55d-9e09-4a41-b8a9-bd388fcf1420,"This study , which I refer to as \"" The French Study \""","        6. inanimate and generic objects (e.g., ""a study"")"
466,11454f07-9d7c-4944-b1eb-bc502bdb74e3,Dunbar,"        1. named individuals (e.g., ""Donald Trump"")"
467,14dffa92-af3c-4a73-9ddc-cc19b38a2b66,Most practice guidelines,"        6. inanimate and generic objects (e.g., ""a study"")"
468,1716326b-58fa-4363-baa5-ebfbc6d40d49,"[ 33 , section 113.6 ]","        6. inanimate and generic objects (e.g., ""a study"")"
469,148001aa-fb30-4b94-892c-d31242feaa92,Dr. Hotez,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
470,0feb0f77-def2-4138-9677-26762034675f,some people,"          4. collective expressions (e.g. ""some people"")"
471,0d123104-0331-43c9-bdc8-ba4c672c4df4,The doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
472,10370f5c-6224-4029-a77d-35bc21b48f0a,Lewis,"        1. named individuals (e.g., ""Donald Trump"")"
473,07d82dd3-3f35-4b9b-b118-e903b8856d38,Donald J. Trump,"        1. named individuals (e.g., ""Donald Trump"")"
474,0b80265a-267f-4d83-b66f-89f93823213a,Richard Feynman,"        1. named individuals (e.g., ""Donald Trump"")"
475,136d16f3-4a9e-4028-a802-bcc263b1caa0,Andy,"        1. named individuals (e.g., ""Donald Trump"")"
476,02d78b3c-a758-4ed3-ad56-087eedf3d45d,Jeffrey Kluger,"        1. named individuals (e.g., ""Donald Trump"")"
477,1362bd97-dc80-406c-a9a4-c304ddecaafb,"One of the lead authors of these studies , a senior scientist at the CDC who has published multiple studies heavily cited by the CDC debunking a link between mercury , the MRR vaccine , and autism ( Thompson , et al. 2007 , Price , et al. 2010 , Destefano , et al. 2004 ) , Dr. William Thompson ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
478,0c0abd6c-748b-46c7-b464-c8c6a43bbbe5,The doctors,"        5. collective roles (e..g., ""doctors"")"
479,0eaab613-9311-4b68-9a3e-259550d726e8,Mr Silberman,"        1. named individuals (e.g., ""Donald Trump"")"
480,0423dd47-927e-4658-827c-0da6be7985b1,29 ( 43 % ),"        6. inanimate and generic objects (e.g., ""a study"")"
481,09f803da-a0d5-4ec7-8466-5c7f3a5b85e2,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
482,05285faa-2add-4ae8-a925-2a7add3c5626,The medical journal BMJ,"        6. inanimate and generic objects (e.g., ""a study"")"
483,0ad943f8-d386-429e-a9fc-88adff2e861c,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
484,0dd90253-8fbc-4964-8f8a-7c097f475978,The report,"        6. inanimate and generic objects (e.g., ""a study"")"
485,04ad0229-1149-45a0-adc3-534f9a6b78ef,the regulations,"        6. inanimate and generic objects (e.g., ""a study"")"
486,05d3c04b-a4b8-473f-ad27-d29c55f4974b,Mr du Marchie Sarvaas,"        1. named individuals (e.g., ""Donald Trump"")"
487,03881dfc-3cd5-420d-87fa-6d144fa4ba61,City News Service and Patch Editor Renee Schiavone,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
488,0b5f6840-2a1d-4923-91ae-5f9724c050cc,Numerous published studies,"        6. inanimate and generic objects (e.g., ""a study"")"
489,07a06076-573b-4306-884d-3fa04c6ef90d,I,"        1. named individuals (e.g., ""Donald Trump"")"
490,0419edba-f6ce-46f1-8538-d1ad998c3a09,the mayor of Houston,"        3. role or profession without further specifications (e.g., ""a doctor"")"
491,073a8a8b-8eec-42f9-96aa-9354484482ad,Priests throughout Kenya,"        5. collective roles (e..g., ""doctors"")"
492,06c3a50d-0820-437b-99cc-92dabb78bebf,Host Jake Tapper,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
493,0607256b-8fd4-4b55-80dd-bb52e05b6bfb,research published on Monday in JAMA Pediatrics,"        6. inanimate and generic objects (e.g., ""a study"")"
494,059267bc-8ba9-4d71-8b2b-727727c1b070,Vaccine experts,"        5. collective roles (e..g., ""doctors"")"
495,00a2d2db-f16f-4a2f-bf4c-9953cf774045,the Lancet paper in question,"        6. inanimate and generic objects (e.g., ""a study"")"
496,02d7c646-9d88-4cf9-8dbc-cb0470aa7baa,Researchers with the CDC,"        5. collective roles (e..g., ""doctors"")"
497,03a250fb-8733-489f-9f3d-ed64d300cc76,the attending doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
498,01bcc9a5-d819-4ab3-b190-2d14e864e621,The news story,"        6. inanimate and generic objects (e.g., ""a study"")"
499,012df0ac-3bca-4f92-8ce1-f452f918b919,in the press and media,"        6. inanimate and generic objects (e.g., ""a study"")"
0,fe311cf8-f715-4be6-9a6d-80c753d2578c,more than a fifth of the 534 surveyed physicians,"        5. collective roles (e..g., ""doctors"")"
1,f313546b-d721-4373-a3bb-0c3518045bd8,Several studies,"        6. inanimate and generic objects (e.g., ""a study"")"
2,eeb471b6-bffa-48fb-9c00-8b8896190038,the complaint,"        6. inanimate and generic objects (e.g., ""a study"")"
3,f050d19e-0436-4e10-bebe-b64e43efdc4b,world leaders,"        5. collective roles (e..g., ""doctors"")"
4,e5bde4ad-cdf2-4acd-af17-25045b7ec549,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
5,fea4115a-2f78-47a7-877a-2de94142d639,CDC data published after 1985 outbreak,"        6. inanimate and generic objects (e.g., ""a study"")"
6,fc4b6ecf-5b47-4144-96cf-16aa366bd271,"Estall , of Grand Forks , North Dakota","        1. named individuals (e.g., ""Donald Trump"")"
7,fdc1f17b-be12-4526-ac89-bc20c8e9100e,the state,"        6. inanimate and generic objects (e.g., ""a study"")"
8,fe53dee2-6ed8-43b3-8aa5-f7ccf1fc3ab3,Lynette Kennedy,"        1. named individuals (e.g., ""Donald Trump"")"
9,fb6ed758-d3c7-476b-9920-78631099c726,Hilleman,"        1. named individuals (e.g., ""Donald Trump"")"
10,fdac7180-c9c1-4e7b-9d4c-6875d1da582b,The New York Public Health Law,"        6. inanimate and generic objects (e.g., ""a study"")"
11,fc835cfa-4b3a-49e1-a400-0f408947dc32,actual research,"        6. inanimate and generic objects (e.g., ""a study"")"
12,fd9e98c1-d7e4-400b-a4e1-5ab323183506,President Ronald Reagan,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
13,f5760b6b-3e77-437e-94ab-145dceaf3cfd,most grandparents,"        5. collective roles (e..g., ""doctors"")"
14,f9d907a1-2547-4852-98fb-d0b26b7fc3e3,this coauthor of the study,"        3. role or profession without further specifications (e.g., ""a doctor"")"
15,fb995255-d391-4ee9-b41a-353bac4ac91f,Greencross clinics,"        6. inanimate and generic objects (e.g., ""a study"")"
16,fd9abb2d-a620-47af-8a05-7781639e4e85,Most practice guidelines,"        6. inanimate and generic objects (e.g., ""a study"")"
17,f90538d6-e27a-4aa9-a3cf-656043e2e818,"Paul Offit , a pediatrics professor at The Children ’s Hospital of Philadelphia","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
18,fb57a8a7-5568-4615-9615-87071aab1a0e,Henney,"        1. named individuals (e.g., ""Donald Trump"")"
19,de135448-fc8a-433d-831d-66d336b71bff,James D Cole,"        1. named individuals (e.g., ""Donald Trump"")"
20,fbe57e50-def0-4444-b1d7-fc1755b5d048,Parenting Magazine,"        6. inanimate and generic objects (e.g., ""a study"")"
21,ce9df88d-b014-44df-b9f1-69debfd94fbe,Joann Ciccone-fariello,"        1. named individuals (e.g., ""Donald Trump"")"
22,fd01797c-8a58-4cdf-aa2d-587bf1f8854d,God,"        1. named individuals (e.g., ""Donald Trump"")"
23,f746fbaa-d367-4108-9944-dbeb41715f15,Expert groups,"          4. collective expressions (e.g. ""some people"")"
24,f9d7a0e2-2434-4d54-ad34-4ba25dc239bf,most of the medical profession,"          4. collective expressions (e.g. ""some people"")"
25,f739a9b4-f6a7-4c83-bebc-f0e13797710d,the researchers,"        5. collective roles (e..g., ""doctors"")"
26,f94cf9a4-6c56-4c81-aae3-0c6c01259f0f,The Canadian Paediatric Society and the National Advisory Committee on Immunization,"        6. inanimate and generic objects (e.g., ""a study"")"
27,f58275f8-ab8c-4a8b-ba40-9bc654bb7df5,the parents,"        5. collective roles (e..g., ""doctors"")"
28,f07739c8-c56c-44ea-a223-5db22582b4ed,a serology study by the College of Pharmacy at University of Michigan,"        6. inanimate and generic objects (e.g., ""a study"")"
29,f029f11d-0411-41dd-bc71-5c8fa7fba84c,"Holwell 's use of the word \"" animalculae \""","        6. inanimate and generic objects (e.g., ""a study"")"
30,f3c1758a-fb06-4283-bced-1bc7c099b222,Researchers,"        5. collective roles (e..g., ""doctors"")"
31,f93aefb8-691f-4d29-83c2-d3ba2d58c6b4,The Office of Medical and Scientific Justice ( OMSJ ),"        6. inanimate and generic objects (e.g., ""a study"")"
32,f68ad2fc-a508-4b63-887b-c8fc9fcfc0dd,the state,"        6. inanimate and generic objects (e.g., ""a study"")"
33,f10c3a27-f4d1-41e3-a752-bf9077765fdd,science,"        6. inanimate and generic objects (e.g., ""a study"")"
34,c165ab83-43ef-45b8-8921-b363a96ac36e,a firsthand report,"        6. inanimate and generic objects (e.g., ""a study"")"
35,f56dff91-4829-46de-b905-92c5291b8a60,Hilleman,"        1. named individuals (e.g., ""Donald Trump"")"
36,f3218cb5-9fbc-462a-a951-446f734867ff,one California newspaper,"        6. inanimate and generic objects (e.g., ""a study"")"
37,f3244831-e05e-4abc-aeaa-c837df12e68c,doctors,"        5. collective roles (e..g., ""doctors"")"
38,ef78031a-f0b9-4450-bb5d-2104cb434b1b,"Leslie Manookian , a documentary filmmaker and activist","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
39,f2563c84-764f-424b-8770-dc6c0e49ba03,government agencies and officials,"        5. collective roles (e..g., ""doctors"")"
40,f2c64d4c-38f3-4956-8e03-dfe2f44b4ce1,Mr du Marchie Sarvaas,"        1. named individuals (e.g., ""Donald Trump"")"
41,f2285f4c-ebe3-4e69-9430-0a6cfea05a24,the US Food and Drug Administration,"        6. inanimate and generic objects (e.g., ""a study"")"
42,b64afbfb-e886-46d4-b7ce-ea3070a7d023,Schuchat,"        1. named individuals (e.g., ""Donald Trump"")"
43,ef36cc2c-ac8d-4b0b-acd7-f43ff0000756,"her husband , a chiropractor ,","        3. role or profession without further specifications (e.g., ""a doctor"")"
44,d8c65734-6ac6-4c24-90dd-975749125561,some people,"          4. collective expressions (e.g. ""some people"")"
45,ea2dd34c-a4a0-499d-988b-72c0e1c16b4f,officials,"        5. collective roles (e..g., ""doctors"")"
46,bdcdd4cd-1490-405a-8c6e-a2486fd07e60,"you , Frito ,","        1. named individuals (e.g., ""Donald Trump"")"
47,f21fc19c-078c-4128-b1e3-9de3780edfc6,"Turner , whose daughters are vaccinated but who follows forums on natural alternatives for a range of issues","        1. named individuals (e.g., ""Donald Trump"")"
48,e88919ed-94ed-4575-b16d-2222771e1627,science,"        6. inanimate and generic objects (e.g., ""a study"")"
49,ed5b3c8c-06d1-4eda-8321-de349f66834b,the doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
50,f07d3a79-95ef-45a4-80bf-a7d0805548e4,Parents decided not to give their child MMR,"        5. collective roles (e..g., ""doctors"")"
51,ec8079e8-405d-4a0d-9852-57010f89be05,the Spirit,"        3. role or profession without further specifications (e.g., ""a doctor"")"
52,eddcdffd-e5bc-4c41-bf41-a468dfe60c69,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
53,ef6a632c-8aa2-4fce-a460-64bc5b570ae2,a JAMA study,"        6. inanimate and generic objects (e.g., ""a study"")"
54,ee85a44a-ee4f-4612-861b-e146218305c0,The results,"        6. inanimate and generic objects (e.g., ""a study"")"
55,eead1171-a324-4e6c-a2f3-574559a5c09e,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
56,e6fd3a0a-e66d-4412-a2ff-5f088fda55fd,an Los Angeles Times study last year,"        6. inanimate and generic objects (e.g., ""a study"")"
57,e9700937-7781-43f8-afed-6d3976e730f6,"a fraudulent 1998 paper by Andrew Wakefield , originally published in The Lancet ,","        6. inanimate and generic objects (e.g., ""a study"")"
58,eac68175-e143-4adf-a8aa-bcfa38722750,a JAMA study,"        6. inanimate and generic objects (e.g., ""a study"")"
59,e9f68d93-f7af-40cd-a5dc-7bb76572246f,"Estall , of Grand Forks , North Dakota","        1. named individuals (e.g., ""Donald Trump"")"
60,e659f8c6-64e9-4d62-bc96-878cab629079,Early travellers to Ethiopia,"        5. collective roles (e..g., ""doctors"")"
61,e9d644a0-3447-4dae-bd47-8d629b4755c1,Henney,"        1. named individuals (e.g., ""Donald Trump"")"
62,e804a582-fe0d-40f3-ad81-3468aae4a9f0,Dr Fred Klenner,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
63,e0a5f8eb-f92a-446c-9517-631653140523,officials,"        5. collective roles (e..g., ""doctors"")"
64,d198db75-8531-4f82-a5aa-c254f527505b,"a fraudulent 1998 paper by Andrew Wakefield , originally published in The Lancet ,","        6. inanimate and generic objects (e.g., ""a study"")"
65,dc8274df-f7be-447f-be8c-4b29e5b6d730,A Canadian study,"        6. inanimate and generic objects (e.g., ""a study"")"
66,e4cb9fb3-2a9e-4f7f-8ad3-f041fa174e97,"Nakia S. Clemmons , MPH1 , Paul A. Gastanaduy , MD1 , Amy Parker Fiebelkorn , MSN1 , Susan B. Redd 1 , Gregory S. Wallace , MD1","        1. named individuals (e.g., ""Donald Trump"")"
67,e0853ae1-834b-4503-b52b-484730b4f745,the doctors,"        5. collective roles (e..g., ""doctors"")"
68,e23f8dc0-bde4-4ef2-b253-29a2b583dffc,the Spirit,"        3. role or profession without further specifications (e.g., ""a doctor"")"
69,db82b146-3878-4877-a6fd-60a7485b865e,Roberta Kwok,"        1. named individuals (e.g., ""Donald Trump"")"
70,d784d087-f18c-4545-a3d3-8bf437b58abd,the belief,"        6. inanimate and generic objects (e.g., ""a study"")"
71,e2b87a1e-7eca-46d1-8942-aa92f1cc3437,the Spirit of his Son,"        3. role or profession without further specifications (e.g., ""a doctor"")"
72,db687e28-06d4-4d5b-a723-21b6ef392001,Greencross clinics,"        6. inanimate and generic objects (e.g., ""a study"")"
73,dabc1f0e-4468-4028-b409-bf2bfd8f5ad1,a little bit of me,"        6. inanimate and generic objects (e.g., ""a study"")"
74,dc02f1de-b3b9-4298-9cb1-ea9d374560bf,"a study published in PLoS titled , \"" Difficulties in eliminating measles and controlling rubella and mumps : a cross-sectional study of a first measles and rubella vaccination and a second measles , mumps , and rubella vaccination , \""","        6. inanimate and generic objects (e.g., ""a study"")"
75,da98be68-d98a-4614-9174-305f59770452,Hotez,"        1. named individuals (e.g., ""Donald Trump"")"
76,d60ae7d0-3443-4db8-8430-5fc3fd5a9683,the World Health Organization,"        6. inanimate and generic objects (e.g., ""a study"")"
77,d08a3f84-0ada-4b99-9ae3-3557f40db0f2,Harriman,"        1. named individuals (e.g., ""Donald Trump"")"
78,d396f3be-4406-4285-ab24-92063cbfa850,this study,"        6. inanimate and generic objects (e.g., ""a study"")"
79,d1bba8ae-0a3a-45a7-a258-a16eaac334dd,the studies,"        6. inanimate and generic objects (e.g., ""a study"")"
80,cf993943-29e0-4810-8d84-b81d65630693,Roald Dahl,"        1. named individuals (e.g., ""Donald Trump"")"
81,cea31a35-6fd4-45cb-badd-a104c4eba639,The article,"        6. inanimate and generic objects (e.g., ""a study"")"
82,d1776918-b5e9-49e7-9190-9e95a597edbd,The bishops,"        5. collective roles (e..g., ""doctors"")"
83,cf5c80c0-95ad-46c4-b1b8-4274b53f3a37,Officials,"        5. collective roles (e..g., ""doctors"")"
84,d30ddd9f-dbc6-4a59-8c9f-a853b69c3eff,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
85,d59edb5a-5b33-4c78-8fa8-605f20bc741b,Berkower,"        1. named individuals (e.g., ""Donald Trump"")"
86,cd02bb65-30f0-4c90-8100-12a7a7bb5263,Gottesburen,"        1. named individuals (e.g., ""Donald Trump"")"
87,cf39bc95-2e11-4a88-9147-b1bc93f08b82,The bishops,"        5. collective roles (e..g., ""doctors"")"
88,cc7068e0-8b47-42e7-9b9c-e8834978f7ab,Immunogenicity studies,"        6. inanimate and generic objects (e.g., ""a study"")"
89,99f571c7-da59-4f90-a5cb-ad4f8fd8b8da,my message,"        6. inanimate and generic objects (e.g., ""a study"")"
90,1e96f6f7-c15b-4126-a017-9509d54a35ee,The New York Public Health Law,"        6. inanimate and generic objects (e.g., ""a study"")"
91,d1347d83-7afe-41bd-a0d2-ec7b39531d3f,Harriman,"        1. named individuals (e.g., ""Donald Trump"")"
92,cfbe07a8-80d2-4677-88b1-2c848f1e770f,the medical “ consensus ” view,"        6. inanimate and generic objects (e.g., ""a study"")"
93,ce693fdb-6b1c-451b-848b-50f1ab6a2f9f,Most people,"          4. collective expressions (e.g. ""some people"")"
94,cd8d0017-99ac-4d7e-b5f9-dbb18ed11dbe,the researchers,"        5. collective roles (e..g., ""doctors"")"
95,89bf99f5-649f-4fdb-a7c4-6e90ef190c79,Mr Silberman,"        1. named individuals (e.g., ""Donald Trump"")"
96,ceea51d2-de19-4b90-8723-5994630d14bd,Damaso et al.,"        6. inanimate and generic objects (e.g., ""a study"")"
97,cccb8828-30f7-4234-a434-3f0e497dd240,Stinchfield,"        1. named individuals (e.g., ""Donald Trump"")"
98,cb039d68-017e-4540-9700-9aa36ea41f0b,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
99,cc8805ee-ccc0-4aac-ad09-e7d3919c0f54,Dr. Christenson,"        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
100,c6a088e7-7429-4e80-9e8f-40388e22dcd1,autistic.I,"        6. inanimate and generic objects (e.g., ""a study"")"
101,cb93593c-b9a6-4ff8-9648-7a0cc0edbb24,the study about the unpredictability of the vaccine-transmitted virus,"        6. inanimate and generic objects (e.g., ""a study"")"
102,c8a51527-203c-4a10-8c7a-d857c9662c5a,"Wilbert van Panhuis , M.D. , Ph.D. , assistant professor of epidemiology at Pitt Public Health and lead investigator for Project Tycho ® , which tracks infectious diseases","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
103,c6cb4450-4979-4c44-b707-710b4ae9e628,"Federico Laham , M.D. , medical director for pediatric infectious diseases at Orlando Health Arnold Palmer Hospital ,","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
104,c8156d82-694d-4a52-a726-bf5200f1afe7,experts,"        5. collective roles (e..g., ""doctors"")"
105,c922bd56-1b23-4564-ad18-0d503403e781,some people,"          4. collective expressions (e.g. ""some people"")"
106,c9af70d7-5e6c-46e8-81a3-833558b0313e,The doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
107,cae78cbf-4de8-4eed-8376-dde5c1e75259,this coauthor of the study,"        3. role or profession without further specifications (e.g., ""a doctor"")"
108,caeb2447-3d93-4a8b-b4b4-76e0b70beb18,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
109,cab4de6a-908c-46d7-88d4-c27ba04ffa17,the Lord,"        1. named individuals (e.g., ""Donald Trump"")"
110,c0bda7c4-ad98-4568-b244-2eaf83344b6d,a 2009 editorial by Thomas Jefferson of the Cochrane Vaccines Field,"        6. inanimate and generic objects (e.g., ""a study"")"
111,8ba77395-bcf4-4221-a1c6-08500c33c60e,most of the medical profession,"          4. collective expressions (e.g. ""some people"")"
112,c9f5c605-761d-49ee-bf1a-8efb0d8fd759,Joann Ciccone-fariello,"        1. named individuals (e.g., ""Donald Trump"")"
113,c848e85f-5a55-44ad-983c-b89c1640d48d,Voltaire,"        1. named individuals (e.g., ""Donald Trump"")"
114,c29283b9-c6a4-4aee-addf-4e341e6192aa,"Karen Ernst , who leads the group and oversees its Facebook page","        1. named individuals (e.g., ""Donald Trump"")"
115,c13c3f27-fe9d-4fb5-9b1f-d8360643eb06,The article,"        6. inanimate and generic objects (e.g., ""a study"")"
116,c657f72e-dbe3-4f8e-9dd7-21cd3955fda5,Our MD,"        3. role or profession without further specifications (e.g., ""a doctor"")"
117,c407971a-180d-491f-acd9-d81b28846b0b,Donald J. Trump,"        1. named individuals (e.g., ""Donald Trump"")"
118,b88b212e-5cff-48f6-adaf-31e548d58cda,The doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
119,bcd4db9b-a906-45c3-9755-4c9259af2c95,Most doctors I spoke to at the time,"        5. collective roles (e..g., ""doctors"")"
120,c3573f7f-ecc3-48bb-b436-4a90493a202f,Most practice guidelines,"        6. inanimate and generic objects (e.g., ""a study"")"
121,c28acef5-5793-45c3-9e55-3e0d79e00a62,Schuchat,"        1. named individuals (e.g., ""Donald Trump"")"
122,b889ac80-2dc1-47cf-8083-19721d181015,The medical journal BMJ,"        6. inanimate and generic objects (e.g., ""a study"")"
123,bd43825f-2337-42b2-b6d0-d29d53159c5c,the body,"        6. inanimate and generic objects (e.g., ""a study"")"
124,c10b7c31-b64e-403f-be7f-781816e8dd0e,more than a fifth of the 534 surveyed physicians,"        5. collective roles (e..g., ""doctors"")"
125,baf9421a-138c-47be-b0cc-3d626f78f2ba,Lindy Keil Schultz,"        1. named individuals (e.g., ""Donald Trump"")"
126,8db82291-0587-48f2-80ec-dc025069a53f,The doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
127,be2b8a56-1b31-4039-a14e-c37366e4e10b,Tara Last-albrecht,"        1. named individuals (e.g., ""Donald Trump"")"
128,be7fbf02-e8c5-4e72-8f00-888e5b05672b,A friend of mine,"        3. role or profession without further specifications (e.g., ""a doctor"")"
129,ac5ec86d-dd13-4de9-bfc0-61c1d248168e,some families who support vaccines,"          4. collective expressions (e.g. ""some people"")"
130,b9d6b65d-fb02-4b3d-aa59-7b4ef37ab9b9,Lindy Keil Schultz,"        1. named individuals (e.g., ""Donald Trump"")"
131,ba16f536-04b5-4bd2-8a85-201d56d5daa5,Studies using these systems,"        6. inanimate and generic objects (e.g., ""a study"")"
132,b371479c-9cab-4046-ae28-f8eef9323550,"Dr. Suzanne Humphries , MD","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
133,4ba536b4-5487-4c1d-af7a-5c48632dbd68,the medical “ consensus ” view,"        6. inanimate and generic objects (e.g., ""a study"")"
134,b18d3fa4-c350-4ed8-b9df-3f0073b1d376,Kelly Jo,"        1. named individuals (e.g., ""Donald Trump"")"
135,b629585b-017c-42c4-89c1-7e84e070e919,Canadian health officials authoring the report,"        5. collective roles (e..g., ""doctors"")"
136,aca5f0eb-8670-4a84-8a6f-50781d58cc4b,the attending doctor,"        3. role or profession without further specifications (e.g., ""a doctor"")"
137,b92d154e-e192-4182-ab63-6dc038d6fb6e,AAP,"        6. inanimate and generic objects (e.g., ""a study"")"
138,adf0c5c7-4510-4be0-8a56-a68ec87e5b78,The manufacturers of these vaccines,"        5. collective roles (e..g., ""doctors"")"
139,4c39b9ea-33bf-4f4a-a705-c65beeb1d053,Early travellers to Ethiopia,"        5. collective roles (e..g., ""doctors"")"
140,add004ee-6433-4877-9f4a-7d7e377d9e55,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
141,b3abd3c2-aecf-419f-adc8-92145f5cfcb6,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
142,a6178d42-ad3a-414c-8f23-85ae99fa83bc,news reporters,"        5. collective roles (e..g., ""doctors"")"
143,b1be097d-ec90-4aa6-abfa-a3c5026dbf06,Anti-vaxxers,"        5. collective roles (e..g., ""doctors"")"
144,af89568f-9175-4e22-97f8-0f5c4737590e,The doctors,"        5. collective roles (e..g., ""doctors"")"
145,b714d7ad-076d-4ddc-aadf-a5f664b3228d,most grandparents,"        5. collective roles (e..g., ""doctors"")"
146,b4134784-9f6a-401f-b100-aa961ebb9554,The Medical Journal of Australia,"        6. inanimate and generic objects (e.g., ""a study"")"
147,b30cd33f-461a-44a8-9666-c848051ec778,The CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
148,b443991d-b9ed-4c6e-ac8f-6c53ef06b12e,the Centers for Disease Control ( CDC ),"        6. inanimate and generic objects (e.g., ""a study"")"
149,ab29ca5d-d3b5-4611-b8e4-3a81775c112f,Anti-vaxxers,"        5. collective roles (e..g., ""doctors"")"
150,a844d891-fcd6-4495-b132-7260e0cca0c5,the Boston-based scientists,"        5. collective roles (e..g., ""doctors"")"
151,abf58da9-c08d-442f-883a-4f3cfb006bf6,"Dr Viera Scheibner , PhD","        2. named individual with roles (e.g., ""Donald Trump, the former US president"")"
152,ac86837c-cde8-48e3-bcde-7ddfdb33fbff,your decision,"        6. inanimate and generic objects (e.g., ""a study"")"
153,a7b6e111-d001-431c-afc6-b8d195921216,Research,"        6. inanimate and generic objects (e.g., ""a study"")"
154,aefd1dba-45c2-4a1e-8bbc-6c51661066fb,Losonsky,"        1. named individuals (e.g., ""Donald Trump"")"
155,a843bd9c-5343-41ed-8cb2-88715b46de58,someone,"          4. collective expressions (e.g. ""some people"")"
156,693e3d19-e79f-4d34-a59f-483b215ec8d1,the U.S. government,"        6. inanimate and generic objects (e.g., ""a study"")"
157,a09204b5-8eb4-42b5-8239-978c6f3bb69e,the report,"        6. inanimate and generic objects (e.g., ""a study"")"
158,55e1dbf3-91b2-4a51-ac78-88779870084f,some families who support vaccines,"          4. collective expressions (e.g. ""some people"")"
159,a05970b5-0f01-4928-bbb5-beaf85cbf094,Johnson,"        1. named individuals (e.g., ""Donald Trump"")"
160,a7215f5b-b934-4b08-b528-160c2418f762,the CDC,"        6. inanimate and generic objects (e.g., ""a study"")"
161,a63c81c5-bf94-47fb-b1ec-0ef6547d5420,the coroner,"        3. role or profession without further specifications (e.g., ""a doctor"")"
162,a4f8186d-b694-46d2-9bb1-318b71ef7c55,Newspaper stories,"        6. inanimate and generic objects (e.g., ""a study"")"
163,99492b9c-4e48-42a3-b079-d54ab0178deb,the 2013 National Immunization Survey,"        6. inanimate and generic objects (e.g., ""a study"")"
164,a08a7c0b-5635-47e1-b474-fd52b69fac4f,Quackenboss ’,"        1. named individuals (e.g., ""Donald Trump"")"
165,a1abcdbf-a815-4922-8f0b-bb9f9e460a36,Recent studies,"        6. inanimate and generic objects (e.g., ""a study"")"
166,9e770a46-d451-44e0-a903-dfaf2f6c44f9,Grabenstein,"        1. named individuals (e.g., ""Donald Trump"")"
167,a4e2d6c6-734b-4f56-b5d5-d7e2adef3b3b,Studies using these systems,"        6. inanimate and generic objects (e.g., ""a study"")"
168,99d1f144-79b6-4d91-9140-db14243f01b7,People,"          4. collective expressions (e.g. ""some people"")"
169,9d31159d-feb8-4df9-8cb6-f1aa00a9b658,Most people,"          4. collective expressions (e.g. ""some people"")"
170,9dc45957-b026-42fd-8098-e2f1215303a6,Another comment,"        6. inanimate and generic objects (e.g., ""a study"")"
171,a2743886-ea05-4afe-8766-4e94d4042ad2,Roberta Kwok,"        1. named individuals (e.g., ""Donald Trump"")"
172,9eb7b735-0238-4413-8f9a-a6e6769c91bd,researchers,"        5. collective roles (e..g., ""doctors"")"
